Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
pastillas-freno-trasero-cruze-10-16-15-sonic-t;Pastillas Freno Trasero Cruze 10/16 (15 ) /sonic/t;Chevrolet > Frenos, Frenos;;;;;;;41354.44;;3.5;7;30;30;1;19348408;;SI;NO;;;;;Auto;SI;;;;
enfriador-de-aceite-comp-imp-cruze-sonic-tracker;Enfriador De Aceite Comp.-imp-cruze/sonic/tracker;Chevrolet > Motor, Motor;;;;;;;106200.37;;3.5;7;30;30;1;C1170214CI;;SI;NO;;;;;Auto;SI;;;;
juego-pastillas-freno-bosch-corsa-chapa;Juego Pastillas Freno Bosch Corsa Chapa **;Chevrolet > Frenos, Frenos;;;;;;;30092.57;;3.5;7;30;30;1;0986BB0266;;SI;NO;;;;;Auto;SI;;;;
juego-pastilla-freno-22525d-plasbestos-cobalt-onix;Juego Pastilla Freno (22525d) Plasbestos Cobalt/onix;Chevrolet > Frenos, Frenos;;;;;;;56290.69;;3.5;7;30;30;1;C69815146P;;SI;NO;;;;;Auto;SI;;;;
filtro-aire-original-montana-11-15;Filtro Aire -original- Montana 11/15;Chevrolet > Motor, Motor;;;;;;;30328.65;;3.5;7;30;30;1;C12962041O;;SI;NO;;;;;Auto;SI;;;;
correa-distrib-original-astra-vectra-zafira-2-0-1-8;Correa Distrib -original- Astra/vectra/zafira 2.0/1.8;Chevrolet > Motor, Motor;;;;;;;76494.19;;3.5;7;30;30;1;C1091198-O;;SI;NO;;;;;Auto;SI;;;;
correa-distrib-111x170-continental-corsa-1-6;Correa Distrib. 111x170 -continental- Corsa 1.6**;Chevrolet > Motor, Motor;;;;;;;15960.76;;3.5;7;30;30;1;C109119C-C;;SI;NO;;;;;Auto;SI;;;;
sensor-inyeccion-t-cross-vw-up;Sensor Inyeccion T-cross/ Vw Up!;Chevrolet > Motor, Motor;;;;;;;15724.72;;3.5;7;30;30;1;03F919501B--;;SI;NO;;;;;Auto;SI;;;;
relay-giro-astra-vectra-corsa-i-i;Relay Giro Astra / Vectra / Corsa I I;Volkswagen > Motor, Motor;;;;;;;28710.74;;3.5;7;30;30;1;13266316;;SI;NO;;;;;Auto;SI;;;;
bieleta-izquierda-delantera-barra-estab-chevrolet-s10-2013;Bieleta Izquierda Delantera Barra Estab Chevrolet S10 2013;Chevrolet > Motor, Motor;;;;;;;24878.35;;3.5;7;30;30;1;C41131519L;;SI;NO;;;;;Auto;SI;;;;
soporte-amortiguador-ti-cobalt-onix-prisma-sonic-s;Soporte Amortiguador Ti Cobalt/onix/prisma/sonic/s;Chevrolet > Motor, Motor;;;;;;;49179.06;;3.5;7;30;30;1;52082243;;SI;NO;;;;;Auto;SI;;;;
bieleta-derecha-delantera-barra-estab-chevrolet-s10-2013;Bieleta Derecha Delantera Barra Estab Chevrolet S10 2013;Chevrolet > Motor, Motor;;;;;;;24878.35;;3.5;7;30;30;1;C41131520L;;SI;NO;;;;;Auto;SI;;;;
sensor-velocimetro-7701-corsa-fun-astra-meriva;Sensor Velocimetro 7701 Corsa/fun/astra/meriva;Chevrolet > Motor, Motor;;;;;;;37702.46;;3.5;7;30;30;1;C9578278-F;;SI;NO;;;;;Auto;SI;;;;
bombas-de-agua-meriva-corsa-ii-cobal-montana-fi;Bombas De Agua Meriva - Corsa Ii Cobal Montana Fi;Chevrolet > Motor, Motor;;;;;;;63622.17;;3.5;7;30;30;1;O262;;SI;NO;;;;;Auto;SI;;;;
soporte-amortiguador-td-cobalt-onix-prisma-sonic-s;Soporte Amortiguador Td Cobalt/onix/prisma/sonic/s;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;49179.06;;3.5;7;30;30;1;52082244;;SI;NO;;;;;Auto;SI;;;;
buje-eje-trasero-astra-meriva-zafira-montana;Buje Eje Trasero Astra / Meriva / Zafira/ Montana;Chevrolet > Motor, Motor;;;;;;;41330.49;;3.5;7;30;30;1;93398544;;SI;NO;;;;;Auto;SI;;;;
bomba-embrague-9109-sonic-tracker-cobal-prisma-spi;Bomba Embrague 9109 Sonic/tracker/cobal/prisma/spi;Chevrolet > Motor, Motor;;;;;;;55348.03;;3.5;7;30;30;1;C72140529P;;SI;NO;;;;;Auto;SI;;;;
valvula-flujo-aceite-sonic-cruze-tracker;Valvula Flujo Aceite Sonic/cruze/tracker;Chevrolet > Motor, Motor;;;;;;;28917.45;;3.5;7;30;30;1;55563957;;SI;NO;;;;;Auto;SI;;;;
reten-bancada-c-porta-5502-sabo-polo-cad-gol-1-0;Reten Bancada C/porta (5502)-sabo-polo/cad/gol 1.0;Volkswagen > Motor, Motor;;;;;;;53477.4;;3.5;7;30;30;1;068103171F-S;;SI;NO;;;;;Auto;SI;;;;
tensor-correa-poly-v-alternador-corsa-ii-meriva-a;Tensor Correa Poly V Alternador Corsa Ii/meriva/a;Chevrolet > Motor, Motor;;;;;;;66099.65;;3.5;7;30;30;1;24582406;;SI;NO;;;;;Auto;SI;;;;
bobinas-agile-cobalt-spin-5-pines;Bobinas Agile/cobalt/spin (5 Pines);Chevrolet > Motor, Motor;;;;;;;229827.69;;3.5;7;30;30;1;CE20131;;SI;NO;;;;;Auto;SI;;;;
tapa-superior-bomba-flotante-c-bba-astra1-8-mpfi-sust-m;Tapa Superior Bomba Flotante C/bba Astra1.8 Mpfi Sust.m;Chevrolet > Motor, Motor;;;;;;;37267.49;;3.5;7;30;30;1;C9190914-I;;SI;NO;;;;;Auto;SI;;;;
sensor-velocimetro-7804-fox-suran-trend;Sensor Velocimetro (7804) Fox-suran-trend;Volkswagen > Motor, Motor;;;;;;;31043.91;;3.5;7;30;30;1;5Z0919149--F;;SI;NO;;;;;Auto;SI;;;;
cano-filtro-aire-solo-13579-aveo-1-6;Caño Filtro Aire (solo) -13579- Aveo 1.6;Chevrolet > Motor, Motor;;;;;;;22082.9;;3.5;7;30;30;1;C12961525C;;SI;NO;;;;;Auto;SI;;;;
tapa-deposito-agua-aveo;Tapa Deposito Agua Aveo;Chevrolet > Motor, Motor;;;;;;;26817.96;;3.5;7;30;30;1;94539597;;SI;NO;;;;;Auto;SI;;;;
kit-distribucion-ina-530055010-amarok;Kit Distribucion-ina 530055010-amarok;Volkswagen > Motor, Motor;;;;;;;421425;;3.5;7;30;30;1;WWW109119AOT;;SI;NO;;;;;Auto;SI;;;;
tapa-distr-interior-montana-cobalt-onix-prisma;Tapa Distr Interior Montana Cobalt Onix Prisma;Chevrolet > Motor, Motor;;;;;;;36012.06;;3.5;7;30;30;1;24581536;;SI;NO;;;;;Auto;SI;;;;
soporte-ventilador-compl-r-hembra-s-10-c-mwm;Soporte Ventilador Compl (r/hembra) S-10 C/mwm;Chevrolet > Motor, Motor;;;;;;;158803.01;;3.5;7;30;30;1;C1210302--;;SI;NO;;;;;Auto;SI;;;;
rotula-suspension-izquierdo-nakata-1074-fox-trend-voy;Rotula Suspension Izquierdo Nakata 1074 Fox/trend/voy;Volkswagen > Motor, Motor;;;;;;;48618.33;;3.5;7;30;30;1;5U0407365A-D;;SI;NO;;;;;Auto;SI;;;;
faro-trasero-izquierdo-exterior-classic10;Faro Trasero Izquierdo Exterior Classic10/;Chevrolet > Motor, Motor;;;;;;;29332.65;;3.5;7;30;30;1;C94509539A;;SI;NO;;;;;Auto;SI;;;;
sensor-ciguenal-s10-blazer-2-8-fiat-1-9-jtd;Sensor Cigueñal S10/ Blazer 2.8/ Fiat 1.9 Jtd;Chevrolet > Motor, Motor;;;;;;;52609.75;;3.5;7;30;30;1;30065F;;SI;NO;;;;;Auto;SI;;;;
correa-distrib-continental-137-x-254-dsl1-9-00;Correa Distrib.-continental-137 X 254 Dsl1.9 /00**;Motor;;;;;;;71190.83;;3.5;7;30;30;1;028109119--C;;SI;NO;;;;;Auto;SI;;;;
manija-puerta-del-trasero-cromada-aveo;Manija Puerta Del/trasero Cromada Aveo;Chevrolet > Motor, Motor;;;;;;;73370.85;;3.5;7;30;30;1;96468266;;SI;NO;;;;;Auto;SI;;;;
oring-tapa-valvulas-cruze-captiva-2-0-diesel-ge;O'ring Tapa Valvulas Cruze / Captiva 2.0 Diesel Ge;Chevrolet > Motor, Motor;;;;;;;45940.04;;3.5;7;30;30;1;96440307;;SI;NO;;;;;Auto;SI;;;;
polea-tensor-polyv-agile-1-4-corsa-classic-5;Polea Tensor Polyv Agile 1.4 Corsa Classic 5;Chevrolet > Motor, Motor;;;;;;;26636.89;;3.5;7;30;30;1;C10924375R;;SI;NO;;;;;Auto;SI;;;;
tapa-deposito-agua-original-aveo;Tapa Deposito Agua -original- Aveo;Chevrolet > Motor, Motor;;;;;;;30560.5;;3.5;7;30;30;1;C12132113O;;SI;NO;;;;;Auto;SI;;;;
toma-filtro-aire-corsa-nafta-diesel;Toma Filtro Aire Corsa Nafta / Diesel;Chevrolet > Motor, Motor;;;;;;;15771.71;;3.5;7;30;30;1;93319842;;SI;NO;;;;;Auto;SI;;;;
correa-distribucion-s-10-2-8-12-180hp;Correa Distribucion S/10 2.8 12/ 180hp;Chevrolet > Motor, Motor;;;;;;;119029.06;;3.5;7;30;30;1;12625215;;SI;NO;;;;;Auto;SI;;;;
cano-cuerpo-mariposa-a-termostato-sonic-tracker;Caño Cuerpo Mariposa A Termostato Sonic/tracker;Chevrolet > Motor, Motor;;;;;;;16877.34;;3.5;7;30;30;1;C12106328P;;SI;NO;;;;;Auto;SI;;;;
polea-tensora-poly-v-skf-vkm05022-a-cor-mer-1-8;Polea Tensora Poly V Skf-vkm05022 A- Cor/mer 1.8**;Chevrolet > Motor, Motor;;;;;;;124731.71;;3.5;7;30;30;1;C10924341S;;SI;NO;;;;;Auto;SI;;;;
correa-alt-agile-montana-c-aa-5pk-1781;Correa Alt Agile Montana C/aa 5pk 1781;Chevrolet > Motor, Motor;;;;;;;18285.42;;3.5;7;30;30;1;94716756;;SI;NO;;;;;Auto;SI;;;;
bomba-l-p-electr-corsa-4p;Bomba L/p Electr Corsa 4p;Chevrolet > Motor, Motor;;;;;;;43385;;3.5;7;30;30;1;94700314;;SI;NO;;;;;Auto;SI;;;;
faro-trasero-izquierdo-fitam-corsa-99-3p;Faro Trasero Izquierdo -fitam- Corsa 99/ 3p;Chevrolet > Iluminación, Iluminación;;;;;;;26394.75;;3.5;7;30;30;1;C94509536F;;SI;NO;;;;;Auto;SI;;;;
extremo-chevrolet-tracker-13-tiper;Extremo Chevrolet Tracker 13/ Tiper;Chevrolet > Motor, Motor;;;;;;;35637.08;;3.5;7;30;30;1;TI46072;;SI;NO;;;;;Auto;SI;;;;
correa-distribucion-meriva-corsa-i-i-8v-fun-agil;Correa Distribucion Meriva Corsa / I I 8v Fun Agil;Chevrolet > Motor, Motor;;;;;;;25549.38;;3.5;7;30;30;1;88904447;;SI;NO;;;;;Auto;SI;;;;
polea-tensor-poly-v-plast-s10-2-8-fijo-lateral;Polea Tensor Poly V Plast. S10 2.8 Fijo Lateral;Chevrolet > Motor, Motor;;;;;;;31355.28;;3.5;7;30;30;1;C10924365R;;SI;NO;;;;;Auto;SI;;;;
cano-tubo-rigido-4709-astra-99-16v;Caño Tubo Rigido -4709- Astra 99/ 16v;Chevrolet > Motor, Motor;;;;;;;18351.23;;3.5;7;30;30;1;C12110921C;;SI;NO;;;;;Auto;SI;;;;
sop-trasero-adap-prisma-onix-spin;Soporte trasero Adap.prisma Onix Spin;Chevrolet > Motor, Motor;;;;;;;63289.22;;3.5;7;30;30;1;40084;;SI;NO;;;;;Auto;SI;;;;
tapa-deposito-l-parab-spin-sonic-prisma-onix;Tapa Deposito L/parab Spin/sonic/prisma/onix;Chevrolet > Motor, Motor;;;;;;;23044.07;;3.5;7;30;30;1;13227300;;SI;NO;;;;;Auto;SI;;;;
kit-dist-chevr-corsa-agile-1-4-1-8;Kit Dist.chevr.corsa-agile 1.4/1.8;Chevrolet > Motor, Motor;;;;;;;89182.62;;3.5;7;30;30;1;5300630100A1;;SI;NO;;;;;Auto;SI;;;;
sensor-de-presion-bosch-map-corsa-astra-vec-s10;Sensor De Presion Bosch Map Corsa/astra/vec/s10**;Chevrolet > Motor, Motor;;;;;;;109305.64;;3.5;7;30;30;1;F00099P169;;SI;NO;;;;;Auto;SI;;;;
manija-tapa-tras;Manija Tapa Trasera Chevrolet S 10;Chevrolet > Carrocería, Carrocería;;;;;;;50775.68;;3.5;7;30;30;1;84641754;;SI;NO;;;;;Auto;SI;;;;
buje-parrilla-suspension-delatero-brazo-gde-capemi-1813-onix;Buje Parrilla Suspension Delatero Brazo Gde Capemi 1813 Onix;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;26109.83;;3.5;7;30;30;1;C40718121C;;SI;NO;;;;;Auto;SI;;;;
electrobomba-combustible-chevrolet-spin-1-8;Electrobomba Combustible Chevrolet Spin 1.8;Chevrolet > Motor, Motor;;;;;;;57184.81;;3.5;7;30;30;1;64028F;;SI;NO;;;;;Auto;SI;;;;
cano-admision-aire-cobal-spin-12-16;Caño Admision Aire Cobal Spin 12/16;Chevrolet > Motor, Motor;;;;;;;44240.19;;3.5;7;30;30;1;C12961524I;;SI;NO;;;;;Auto;SI;;;;
ruleman-empuje-astra-vectra-zafira-2-0-8v-onix-pri;Ruleman Empuje Astra/vectra/zafira 2.0 8v/onix/pri;Chevrolet > Motor, Motor;;;;;;;152757.62;;3.5;7;30;30;1;CSC3110;;SI;NO;;;;;Auto;SI;;;;
kit-poly-v-amarok-2-0-tdi-bitdi-10-skf-kits-poly;Kit Poly V Amarok 2.0 Tdi/bitdi 10 Skf Kits Poly;Volkswagen > Motor, Motor;;;;;;;334526.12;;3.5;7;30;30;1;03G145276A-S;;SI;NO;;;;;Auto;SI;;;;
soporte-sensor-ciguenal-original-corsa-8v;Soporte Sensor Ciguenal -original- Corsa 8v**;Chevrolet > Motor, Motor;;;;;;;15527.83;;3.5;7;30;30;1;C9073171-O;;SI;NO;;;;;Auto;SI;;;;
correa-distr-127-x-254-hutchinson-1-6-16v-aveo;Correa Distr.127 X 254 Hutchinson 1.6 16v Aveo **;Chevrolet > Motor, Motor;;;;;;;88921.1;;3.5;7;30;30;1;C10911922H;;SI;NO;;;;;Auto;SI;;;;
brazo-l-luneta-original-fun-meriva-corsa-ii-5p-04;Brazo L/luneta -original- Fun/meriva/corsa Ii 5p 04/**;Chevrolet > Motor, Motor;;;;;;;41034.63;;3.5;7;30;30;1;C9557075-O;;SI;NO;;;;;Auto;SI;;;;
cano-inferior-radiador-13003-cruze-1-6-16v-10;Caño Inferior Radiador -13003- Cruze 1.6 16v 10/;Chevrolet > Motor, Motor;;;;;;;14316.88;;3.5;7;30;30;1;C12105161C;;SI;NO;;;;;Auto;SI;;;;
temporizador-gm-corsa-vidrio-elec-12v-4tt0337;Temporizador Gm Corsa Vidrio Elec.12v 4t(t0337);Chevrolet > Interior, Interior;;;;;;;41851.51;;3.5;7;30;30;1;C955531--B;;SI;NO;;;;;Auto;SI;;;;
inyector-combustible-cruze-1-4-t-equinox-1-5-t-gen;Inyector Combustible Cruze 1.4 T/equinox 1.5 T Gen;Chevrolet > Motor, Motor;;;;;;;468966.84;;3.5;7;30;30;1;55577403;;SI;NO;;;;;Auto;SI;;;;
kit-leva-selectora-cbios-corsa-class-fun-agile;Kit Leva Selectora Cbios Corsa Class/fun/agile;Chevrolet > Motor, Motor;;;;;;;67209.72;;3.5;7;30;30;1;C7110306E1;;SI;NO;;;;;Auto;SI;;;;
tapa-superior-bomba-flotante-c-bba-corsa-1-8-mpfi-02-05;Tapa Superior Bomba Flotante C/bba Corsa 1.8 Mpfi 02/05;Chevrolet > Motor, Motor;;;;;;;20201.85;;3.5;7;30;30;1;C91909115I;;SI;NO;;;;;Auto;SI;;;;
plato-cubre-cazoleta-golf-iv-bora;Plato Cubre Cazoleta Golf Iv/bora;Volkswagen > Motor, Motor;;;;;;;11353.57;;3.5;7;30;30;1;1J0412319C--;;SI;NO;;;;;Auto;SI;;;;
sensor-rpm-hellux-chevrolet-agile-cobalt-onix;Sensor Rpm Hellux Chevrolet Agile / Cobalt / Onix;Chevrolet > Motor, Motor;;;;;;;54782.2;;3.5;7;30;30;1;HE12588992;;SI;NO;;;;;Auto;SI;;;;
tapa-faro-antiniebla-izquierdo-classic-10;Tapa Faro Antiniebla Izquierdo Classic 10/**;Chevrolet > Iluminación, Chevrolet > Carrocería, Carrocería, Iluminación;;;;;;;10324.25;;3.5;7;30;30;1;C8536651-P;;SI;NO;;;;;Auto;SI;;;;
tubo-radiador-aceite-trailblazer-s10-12-general-m;Tubo Radiador Aceite Trailblazer/s10 12/ General M;Chevrolet > Motor, Motor;;;;;;;120647.08;;3.5;7;30;30;1;12628104;;SI;NO;;;;;Auto;SI;;;;
kit-palanca-cambios-y-desplazable-corsa-05;Kit Palanca Cambios Y Desplazable Corsa 05/;Chevrolet > Motor, Motor;;;;;;;27341.67;;3.5;7;30;30;1;C7111177--;;SI;NO;;;;;Auto;SI;;;;
soporte-motor-derecho-comp-rg-1275-sonic-spin-cobalt;Soporte Motor Derecho Comp.rg 1275 Sonic/spin/cobalt;Chevrolet > Motor, Motor;;;;;;;209315.29;;3.5;7;30;30;1;C19938182C;;SI;NO;;;;;Auto;SI;;;;
rotula-corsa-98-2009-prisma-i-avan;Rotula Corsa 98/2009- Prisma I Avan;Chevrolet > Motor, Motor;;;;;;;46303.92;;3.5;7;30;30;1;981631;;SI;NO;;;;;Auto;SI;;;;
tapa-superior-bomba-flotante-c-bba-corsa-1-4-07-1-8-m;Tapa Superior Bomba Flotante C/bba Corsa 1.4 07/ 1.8 M;Chevrolet > Motor, Motor;;;;;;;19018.99;;3.5;7;30;30;1;C91909114I;;SI;NO;;;;;Auto;SI;;;;
cano-superior-radiador-13321-cruze-m1-8;Caño Superior Radiador -13321- Cruze M1.8;Chevrolet > Motor, Motor;;;;;;;11859.91;;3.5;7;30;30;1;C12110190C;;SI;NO;;;;;Auto;SI;;;;
faro-trasero-izquierdo-exterior-fitam-classic-2010;Faro Trasero Izquierdo Exterior-fitam- Classic 2010/;Chevrolet > Iluminación, Iluminación;;;;;;;22260.06;;3.5;7;30;30;1;C94509539F;;SI;NO;;;;;Auto;SI;;;;
bombas-de-agua-maza-3-tornillos-cruze-tracker-1-8;Bombas De Agua Maza 3 Tornillos Cruze/tracker 1.8/;Chevrolet > Motor, Motor;;;;;;;118305.96;;3.5;7;30;30;1;O263;;SI;NO;;;;;Auto;SI;;;;
cano-filtro-aire-4922-s10-blazer-mwm-2-8-td-00-05;Caño Filtro Aire-4922- S10/blazer Mwm 2.8 Td 00/05;Chevrolet > Motor, Motor;;;;;;;27178.95;;3.5;7;30;30;1;C12961519C;;SI;NO;;;;;Auto;SI;;;;
electrobomba-comb-ralux-becd134-blazer-2-8td-s10;Electrobomba Comb.ralux Becd134 Blazer 2.8td/s10;Chevrolet > Motor, Motor;;;;;;;54456.2;;3.5;7;30;30;1;BECD134;;SI;NO;;;;;Auto;SI;;;;
tapon-orif-paso-agua-mult-adm-onix-prisma;Tapon Orif Paso Agua Mult Adm Onix Prisma;Chevrolet > Motor, Motor;;;;;;;12104.62;;3.5;7;30;30;1;24579936;;SI;NO;;;;;Auto;SI;;;;
radiador-chevrolet-onix-prisma-spin-cobalt-16;Radiador Chevrolet Onix/prisma/spin/cobalt 16/-;Chevrolet > Motor, Motor;;;;;;;355064.77;;3.5;7;30;30;1;62535;;SI;NO;;;;;Auto;SI;;;;
buje-eje-trasero-spin-sonic;Buje Eje Trasero Spin/sonic;Chevrolet > Motor, Motor;;;;;;;30259.99;;3.5;7;30;30;1;95910101;;SI;NO;;;;;Auto;SI;;;;
circuito-impreso-imp-faro-trasero-derecho-prisma-13;Circuito Impreso Imp. Faro Trasero Derecho Prisma 13/;Chevrolet > Motor, Motor;;;;;;;55515.98;;3.5;7;30;30;1;C94525818I;;SI;NO;;;;;Auto;SI;;;;
correa-poly-v-acc-bomba-d-h-cruze-sonic-1-6-16v-tr;Correa Poly V Acc Bomba D/h Cruze/sonic 1.6 16v/tr;Chevrolet > Motor, Motor;;;;;;;23531.14;;3.5;7;30;30;1;25195582;;SI;NO;;;;;Auto;SI;;;;
flexible-freno-delantero-meriva-astra-vec;Flexible Freno Delantero Meriva Astra Vec;Chevrolet > Frenos, Frenos;;;;;;;16612.57;;3.5;7;30;30;1;C61170123-;;SI;NO;;;;;Auto;SI;;;;
filtro-gas-oil-s-10-12-kit-x2-unidades;Filtro Gas Oil S/10 12/ (kit X2 Unidades);Chevrolet > Motor, Motor;;;;;;;88780.66;;3.5;7;30;30;1;52100212;;SI;NO;;;;;Auto;SI;;;;
cano-de-tubo-rig-bomba-enfreno-4327-polo-dsl;Caño De Tubo Rig/bomba/enfreno (4327) Polo Dsl;Chevrolet > Motor, Motor;;;;;;;30440.43;;3.5;7;30;30;1;037122058--C;;SI;NO;;;;;Auto;SI;;;;
deflector-agua-pasarrueda-derecho-onix-prisma-general;Deflector Agua Pasarrueda Derecho Onix/prisma General;Chevrolet > Motor, Motor;;;;;;;60341.94;;3.5;7;30;30;1;52038200;;SI;NO;;;;;Auto;SI;;;;
palanca-cambios-sola-adaptable-agile;Palanca Cambios Sola Adaptable Agile;Chevrolet > Motor, Motor;;;;;;;34067.29;;3.5;7;30;30;1;C7111179-A;;SI;NO;;;;;Auto;SI;;;;
manguera-superior-radiador-classic-11;Manguera Superior Radiador Classic 11/;Chevrolet > Motor, Motor;;;;;;;27847.67;;3.5;7;30;30;1;94722529;;SI;NO;;;;;Auto;SI;;;;
pastillas-freno-delantero-onix-1-0-1-2-20-acdelco;Pastillas Freno Delantero Onix 1.0/1.2 20/ Acdelco;Chevrolet > Frenos, Frenos;;;;;;;42691.23;;3.5;7;30;30;1;19283184;;SI;NO;;;;;Auto;SI;;;;
polea-fija-de-re-envio-t-originalfox-suran-trend-voy;Polea Fija De Re-envio (t/original)fox/suran/trend/voy;Volkswagen > Motor, Motor;;;;;;;25731.3;;3.5;7;30;30;1;032145276X--;;SI;NO;;;;;Auto;SI;;;;
tensor-correa-alternador-astra-vectra-zafira-fun-c;Tensor Correa Alternador Astra/vectra/zafira/fun/c;Chevrolet > Motor, Motor;;;;;;;85844.79;;3.5;7;30;30;1;24412292;;SI;NO;;;;;Auto;SI;;;;
cjto-peug-206-1-4-8v-citr-c3;Conjuntos De Motor Peugeot 206 1.4-8v Citr.c3;Motor, Peugeot > Motor;;;;;;;174076.59;;3.5;7;30;30;1;KM K44060;;SI;NO;;;;;Auto;SI;;;;
tensor-correa-alternador-trailblazer-s10-12-gener;Tensor Correa Alternador Trailblazer/s10 12/ Gener;Chevrolet > Motor, Motor;;;;;;;92615.89;;3.5;7;30;30;1;24588988;;SI;NO;;;;;Auto;SI;;;;
filtro-aceite-s-10-12;Filtro Aceite S/10 12/;Chevrolet > Motor, Motor;;;;;;;22170.07;;3.5;7;30;30;1;12636838;;SI;NO;;;;;Auto;SI;;;;
tensor-correa-dist-s-10-2-8-12-180hp;Tensor Correa Distribucion S/10 2.8 12/ 180hp;Chevrolet > Motor, Motor;;;;;;;53870.32;;3.5;7;30;30;1;12625560;;SI;NO;;;;;Auto;SI;;;;
kit-distribucion-ina530014710-astra-1-8-8v;Kit Distribucion -ina530014710-astra 1.8 8v;Chevrolet > Motor, Motor;;;;;;;99075.64;;3.5;7;30;30;1;C1091007-K;;SI;NO;;;;;Auto;SI;;;;
moldura-guard-trasero-derecho-adaptable-classic;Moldura Guard Trasero Derecho Adaptable Classic;Chevrolet > Motor, Motor;;;;;;;17971.03;;3.5;7;30;30;1;C8079668-A;;SI;NO;;;;;Auto;SI;;;;
sensor-velocimetro-electronico-vdo-corsa;Sensor Velocimetro ( Electronico ) Vdo- Corsa**;Chevrolet > Motor, Motor;;;;;;;42799.33;;3.5;7;30;30;1;C9578272-V;;SI;NO;;;;;Auto;SI;;;;
pasarrueda-plast-delatero-izquierda-onix-prisma-14;Pasarrueda Plast. Delatero Izquierda Onix/prisma 14/;Chevrolet > Motor, Motor;;;;;;;28365.07;;3.5;7;30;30;1;C8099619-I;;SI;NO;;;;;Auto;SI;;;;
tubo-rigido-0021-mlh-gol-1-6-1-8-efi;Tubo Rigido (0021)-mlh- Gol 1.6/1.8 Efi;Volkswagen > Motor, Motor;;;;;;;19297;;3.5;7;30;30;1;377121065J-M;;SI;NO;;;;;Auto;SI;;;;
tapa-de-valvulas-adap-corsa-99-fun-mer-cor-ii-8v;Tapa De Valvulas Adap. Corsa 99/fun/mer/cor Ii 8v;Chevrolet > Motor, Motor;;;;;;;48396.55;;3.5;7;30;30;1;C1036491-A;;SI;NO;;;;;Auto;SI;;;;
faro-trasero-derecho-exterior-classic-10;Faro Trasero Derecho Exterior Classic 10/;Chevrolet > Iluminación, Iluminación;;;;;;;29332.65;;3.5;7;30;30;1;C94509639A;;SI;NO;;;;;Auto;SI;;;;
crapodina-embrague-hidra-ina-meriva-corsa-ii;Crapodina Embrague Hidra.ina Meriva/corsa Ii**;Chevrolet > Motor, Motor;;;;;;;139809.5;;3.5;7;30;30;1;510007310;;SI;NO;;;;;Auto;SI;;;;
kit-distribucion-fluence-meg3-k4m-skf6021a;Kit Distribucion Fluence/meg3 K4m Skf6021a;Renault > Motor, Motor;;;;;;;248955.57;;3.5;7;30;30;1;R10911922S;;SI;NO;;;;;Auto;SI;;;;
buje-parrilla-suspension-inferior-capemi-1701-post-amarok;Buje Parrilla Suspension Inferior Capemi 1701 Post. Amarok;Volkswagen > Motor, Motor;;;;;;;34656.03;;3.5;7;30;30;1;2H0407182A-C;;SI;NO;;;;;Auto;SI;;;;
cable-comando-cambio-3790-largo-corsa-05-fun;Cable Comando Cambio 3790 Largo Corsa 05/fun;Chevrolet > Motor, Motor;;;;;;;30626.56;;3.5;7;30;30;1;C7112651-F;;SI;NO;;;;;Auto;SI;;;;
filtro-aceite-spark;Filtro Aceite Spark;Chevrolet > Motor, Motor;;;;;;;14312.99;;3.5;7;30;30;1;25183779;;SI;NO;;;;;Auto;SI;;;;
ruleman-empuje-trailblazer-s10-2-8-12-general-mot;Ruleman Empuje Trailblazer/s10 2.8 12/ General Mot;Chevrolet > Motor, Motor;;;;;;;78418.61;;3.5;7;30;30;1;24046020;;SI;NO;;;;;Auto;SI;;;;
tapa-superior-bomba-flotante-c-bba-corsa-classic-celta;Tapa Superior Bomba Flotante C/bba Corsa /classic/celta;Chevrolet > Motor, Motor;;;;;;;17168.55;;3.5;7;30;30;1;C91909111I;;SI;NO;;;;;Auto;SI;;;;
crapodina-embrague-ori-cruze-sonic-tracker;Crapodina Embrague -ori/cruze/sonic/tracker;Chevrolet > Motor, Motor;;;;;;;322368.52;;3.5;7;30;30;1;25202592;;SI;NO;;;;;Auto;SI;;;;
tensor-correa-poly-v-onix-prisma-cobal-spin;Tensor Correa Poly-v Onix Prisma Cobal Spin;Chevrolet > Motor, Motor;;;;;;;55859.41;;3.5;7;30;30;1;94702968;;SI;NO;;;;;Auto;SI;;;;
bobina-chevr-tracker-1-8-16v-sonic;Bobina Chevr.tracker 1.8 16v Sonic;Chevrolet > Motor, Motor;;;;;;;298200.26;;3.5;7;30;30;1;U5 MIC00015;;SI;NO;;;;;Auto;SI;;;;
